"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","ROADACCID","DEATH","1000000HAB","A","2011",65.005655407816,
"ITA","ROADACCID","DEATH","1000000HAB","A","2012",63.033554559892,
"ITA","ROADACCID","DEATH","1000000HAB","A","2013",56.463175882145,
"ITA","ROADACCID","DEATH","1000000HAB","A","2014",55.618487117929,
"FRA","ROADACCID","DEATH","1000000HAB","A","2001",132.99122860915,
"FRA","ROADACCID","DEATH","1000000HAB","A","2002",123.85675803326,
"FRA","ROADACCID","DEATH","1000000HAB","A","2003",97.325264600854,
"FRA","ROADACCID","DEATH","1000000HAB","A","2004",89.195588318902,
"FRA","ROADACCID","DEATH","1000000HAB","A","2005",84.173071040252,
"FRA","ROADACCID","DEATH","1000000HAB","A","2006",74.015997860845,
"FRA","ROADACCID","DEATH","1000000HAB","A","2007",72.169201724432,
"FRA","ROADACCID","DEATH","1000000HAB","A","2008",66.40777833764,
"FRA","ROADACCID","DEATH","1000000HAB","A","2009",66.036087199409,
"FRA","ROADACCID","DEATH","1000000HAB","A","2010",61.389405563403,
"FRA","ROADACCID","DEATH","1000000HAB","A","2011",60.649398498916,
"FRA","ROADACCID","DEATH","1000000HAB","A","2012",55.635268642121,
"FRA","ROADACCID","DEATH","1000000HAB","A","2013",49.516156843184,
"FRA","ROADACCID","DEATH","1000000HAB","A","2014",51.02833864215,
"POL","ROADACCID","DEATH","1000000HAB","A","2001",144.68701641358,
"POL","ROADACCID","DEATH","1000000HAB","A","2002",152.41811456464,
"POL","ROADACCID","DEATH","1000000HAB","A","2003",147.62631800332,
"POL","ROADACCID","DEATH","1000000HAB","A","2004",149.59841781864,
"POL","ROADACCID","DEATH","1000000HAB","A","2005",142.64212037879,
"POL","ROADACCID","DEATH","1000000HAB","A","2006",137.46265953881,
"POL","ROADACCID","DEATH","1000000HAB","A","2007",146.45640043063,
"POL","ROADACCID","DEATH","1000000HAB","A","2008",142.60699701742,
"POL","ROADACCID","DEATH","1000000HAB","A","2009",119.83769069939,
"POL","ROADACCID","DEATH","1000000HAB","A","2010",102.70013290822,
"POL","ROADACCID","DEATH","1000000HAB","A","2011",110.05364622652,
"POL","ROADACCID","DEATH","1000000HAB","A","2012",93.975372094658,
"POL","ROADACCID","DEATH","1000000HAB","A","2013",88.2487566573,
"POL","ROADACCID","DEATH","1000000HAB","A","2014",84.237144134568,
"HRV","ROADACCID","DEATH","1000000HAB","A","2001",145.72072072072,
"HRV","ROADACCID","DEATH","1000000HAB","A","2002",141.21621621622,
"HRV","ROADACCID","DEATH","1000000HAB","A","2003",157.88288288288,
"HRV","ROADACCID","DEATH","1000000HAB","A","2004",136.96778553728,
"HRV","ROADACCID","DEATH","1000000HAB","A","2005",134.39891940567,
"HRV","ROADACCID","DEATH","1000000HAB","A","2006",138.28828828829,
"HRV","ROADACCID","DEATH","1000000HAB","A","2007",139.54012623986,
"HRV","ROADACCID","DEATH","1000000HAB","A","2008",149.73476200742,
"HRV","ROADACCID","DEATH","1000000HAB","A","2009",123.72778262203,
"HRV","ROADACCID","DEATH","1000000HAB","A","2010",96.428501095912,
"HRV","ROADACCID","DEATH","1000000HAB","A","2011",97.649360303246,
"HRV","ROADACCID","DEATH","1000000HAB","A","2012",92.09013679486,
"HRV","ROADACCID","DEATH","1000000HAB","A","2013",86.472484244032,
"HRV","ROADACCID","DEATH","1000000HAB","A","2014",72.669120271877,
"SWE","ROADACCID","DEATH","1000000HAB","A","2001",65.535366615857,
"SWE","ROADACCID","DEATH","1000000HAB","A","2002",62.745393311655,
"SWE","ROADACCID","DEATH","1000000HAB","A","2003",59.051850538762,
"SWE","ROADACCID","DEATH","1000000HAB","A","2004",53.371695722181,
"SWE","ROADACCID","DEATH","1000000HAB","A","2005",48.728776956427,
"SWE","ROADACCID","DEATH","1000000HAB","A","2006",49.006085013994,
"SWE","ROADACCID","DEATH","1000000HAB","A","2007",51.486145963552,
"SWE","ROADACCID","DEATH","1000000HAB","A","2008",43.060263652463,
"SWE","ROADACCID","DEATH","1000000HAB","A","2009",38.500771359728,
"SWE","ROADACCID","DEATH","1000000HAB","A","2010",28.363875682626,"B"
"SWE","ROADACCID","DEATH","1000000HAB","A","2011",33.759425255839,
"SWE","ROADACCID","DEATH","1000000HAB","A","2012",29.93894346414,
"SWE","ROADACCID","DEATH","1000000HAB","A","2013",27.082264148113,
"SWE","ROADACCID","DEATH","1000000HAB","A","2014",27.84621874133,
"MLT","ROADACCID","DEATH","1000000HAB","A","2001",40.709567766164,
"MLT","ROADACCID","DEATH","1000000HAB","A","2002",40.407203594221,
"MLT","ROADACCID","DEATH","1000000HAB","A","2003",42.651198498678,
"MLT","ROADACCID","DEATH","1000000HAB","A","2004",32.397300557234,
"MLT","ROADACCID","DEATH","1000000HAB","A","2005",39.620239999604,
"MLT","ROADACCID","DEATH","1000000HAB","A","2006",24.672594668746,
"MLT","ROADACCID","DEATH","1000000HAB","A","2007",34.421376658373,
"MLT","ROADACCID","DEATH","1000000HAB","A","2008",36.64086335645,
"MLT","ROADACCID","DEATH","1000000HAB","A","2009",50.911929634864,
"MLT","ROADACCID","DEATH","1000000HAB","A","2010",36.187480096886,
"MLT","ROADACCID","DEATH","1000000HAB","A","2011",40.839074826794,
"MLT","ROADACCID","DEATH","1000000HAB","A","2012",21.427142952375,
"MLT","ROADACCID","DEATH","1000000HAB","A","2013",42.256794540422,
"MLT","ROADACCID","DEATH","1000000HAB","A","2014",23.01188794131,
"AZE","ROADACCID","DEATH","1000000HAB","A","2001",68.917052963803,
"AZE","ROADACCID","DEATH","1000000HAB","A","2002",78.561420468799,
"AZE","ROADACCID","DEATH","1000000HAB","A","2003",87.92703513438,
"AZE","ROADACCID","DEATH","1000000HAB","A","2004",97.634382712334,
"AZE","ROADACCID","DEATH","1000000HAB","A","2005",126.90884608281,
"AZE","ROADACCID","DEATH","1000000HAB","A","2006",121.04354385324,
"AZE","ROADACCID","DEATH","1000000HAB","A","2007",129.00143334926,
"AZE","ROADACCID","DEATH","1000000HAB","A","2008",120.04473149691,
"AZE","ROADACCID","DEATH","1000000HAB","A","2009",103.94263350174,
"AZE","ROADACCID","DEATH","1000000HAB","A","2010",102.16104291294,
"AZE","ROADACCID","DEATH","1000000HAB","A","2011",110.75884855275,
"AZE","ROADACCID","DEATH","1000000HAB","A","2012",125.64835843862,
"AZE","ROADACCID","DEATH","1000000HAB","A","2013",123.60885612853,
"AZE","ROADACCID","DEATH","1000000HAB","A","2014",117.88051257887,
"SVN","ROADACCID","DEATH","1000000HAB","A","2001",139.5540294971,
"SVN","ROADACCID","DEATH","1000000HAB","A","2002",134.3674950991,
"SVN","ROADACCID","DEATH","1000000HAB","A","2003",121.25870544807,
"SVN","ROADACCID","DEATH","1000000HAB","A","2004",137.20498424646,
"SVN","ROADACCID","DEATH","1000000HAB","A","2005",128.96943424408,
"SVN","ROADACCID","DEATH","1000000HAB","A","2006",130.55168551195,
"SVN","ROADACCID","DEATH","1000000HAB","A","2007",145.18448339595,
"SVN","ROADACCID","DEATH","1000000HAB","A","2008",105.87162027115,
"SVN","ROADACCID","DEATH","1000000HAB","A","2009",83.837132397463,
"SVN","ROADACCID","DEATH","1000000HAB","A","2010",67.363636230507,
"SVN","ROADACCID","DEATH","1000000HAB","A","2011",68.685233113297,
"SVN","ROADACCID","DEATH","1000000HAB","A","2012",63.193948547487,
"SVN","ROADACCID","DEATH","1000000HAB","A","2013",60.680996119814,
"SVN","ROADACCID","DEATH","1000000HAB","A","2014",52.376841676447,
"FIN","ROADACCID","DEATH","1000000HAB","A","2001",83.461706304231,
"FIN","ROADACCID","DEATH","1000000HAB","A","2002",79.798515478412,
"FIN","ROADACCID","DEATH","1000000HAB","A","2003",72.702662989204,
"FIN","ROADACCID","DEATH","1000000HAB","A","2004",71.726790931897,
"FIN","ROADACCID","DEATH","1000000HAB","A","2005",72.244198352451,
"FIN","ROADACCID","DEATH","1000000HAB","A","2006",63.802297946098,
"FIN","ROADACCID","DEATH","1000000HAB","A","2007",71.851033898561,
"FIN","ROADACCID","DEATH","1000000HAB","A","2008",64.741985309215,
"FIN","ROADACCID","DEATH","1000000HAB","A","2009",52.258239616578,
"FIN","ROADACCID","DEATH","1000000HAB","A","2010",50.714553137665,
"FIN","ROADACCID","DEATH","1000000HAB","A","2011",54.191770571345,
"FIN","ROADACCID","DEATH","1000000HAB","A","2012",47.100363116094,
"FIN","ROADACCID","DEATH","1000000HAB","A","2013",47.435434490194,
"FIN","ROADACCID","DEATH","1000000HAB","A","2014",41.929780617529,
"MNE","ROADACCID","DEATH","1000000HAB","A","2005",154.65738505293,
"MNE","ROADACCID","DEATH","1000000HAB","A","2006",138.20576399333,
"MNE","ROADACCID","DEATH","1000000HAB","A","2007",198.0921453217,
"MNE","ROADACCID","DEATH","1000000HAB","A","2008",181.53262157418,
"MNE","ROADACCID","DEATH","1000000HAB","A","2009",161.73535567222,
"MNE","ROADACCID","DEATH","1000000HAB","A","2010",153.36730015434,
"MNE","ROADACCID","DEATH","1000000HAB","A","2011",93.536468740273,
"MNE","ROADACCID","DEATH","1000000HAB","A","2012",74.121698160332,
"MNE","ROADACCID","DEATH","1000000HAB","A","2013",119.12293325735,
"MNE","ROADACCID","DEATH","1000000HAB","A","2014",104.533539184,
"TUR","ROADACCID","DEATH","1000000HAB","A","2001",68.326831067939,
"TUR","ROADACCID","DEATH","1000000HAB","A","2002",62.830950480154,
"TUR","ROADACCID","DEATH","1000000HAB","A","2003",59.710252745208,
"TUR","ROADACCID","DEATH","1000000HAB","A","2004",66.066881263398,
"TUR","ROADACCID","DEATH","1000000HAB","A","2005",66.344241995755,
"TUR","ROADACCID","DEATH","1000000HAB","A","2006",67.375953823113,
"TUR","ROADACCID","DEATH","1000000HAB","A","2007",71.942465683394,
"TUR","ROADACCID","DEATH","1000000HAB","A","2008",60.136258881881,
"TUR","ROADACCID","DEATH","1000000HAB","A","2009",60.611850275553,
"TUR","ROADACCID","DEATH","1000000HAB","A","2010",55.926622280608,
"TUR","ROADACCID","DEATH","1000000HAB","A","2011",52.241226964565,
"TUR","ROADACCID","DEATH","1000000HAB","A","2012",50.28840939196,
"TUR","ROADACCID","DEATH","1000000HAB","A","2013",48.622901138374,
"TUR","ROADACCID","DEATH","1000000HAB","A","2014",45.748036741957,
"IRL","ROADACCID","DEATH","1000000HAB","A","2001",106.30475114989,
"IRL","ROADACCID","DEATH","1000000HAB","A","2002",95.626924777979,
"IRL","ROADACCID","DEATH","1000000HAB","A","2003",83.822904971599,
"IRL","ROADACCID","DEATH","1000000HAB","A","2004",91.885976873233,
"IRL","ROADACCID","DEATH","1000000HAB","A","2005",95.194275650891,
"IRL","ROADACCID","DEATH","1000000HAB","A","2006",85.408266724635,
"IRL","ROADACCID","DEATH","1000000HAB","A","2007",76.836657541745,
"IRL","ROADACCID","DEATH","1000000HAB","A","2008",62.144395956471,
"IRL","ROADACCID","DEATH","1000000HAB","A","2009",52.476366342364,
"IRL","ROADACCID","DEATH","1000000HAB","A","2010",46.489647829953,
"IRL","ROADACCID","DEATH","1000000HAB","A","2011",40.610608888396,
"IRL","ROADACCID","DEATH","1000000HAB","A","2012",35.438380374703,
"IRL","ROADACCID","DEATH","1000000HAB","A","2013",40.659057367335,
"IRL","ROADACCID","DEATH","1000000HAB","A","2014",41.436404780001,"P"
"BEL","ROADACCID","DEATH","1000000HAB","A","2001",144.46020393581,
"BEL","ROADACCID","DEATH","1000000HAB","A","2002",130.94243226778,
"BEL","ROADACCID","DEATH","1000000HAB","A","2003",117.1920213436,
"BEL","ROADACCID","DEATH","1000000HAB","A","2004",111.60010659106,
"BEL","ROADACCID","DEATH","1000000HAB","A","2005",107.93409092059,
"BEL","ROADACCID","DEATH","1000000HAB","A","2006",104.8544182675,
"BEL","ROADACCID","DEATH","1000000HAB","A","2007",102.95792277215,
"BEL","ROADACCID","DEATH","1000000HAB","A","2008",91.503498654945,
"BEL","ROADACCID","DEATH","1000000HAB","A","2009",88.547271785384,
"BEL","ROADACCID","DEATH","1000000HAB","A","2010",78.013243161038,
"BEL","ROADACCID","DEATH","1000000HAB","A","2011",80.016336366954,
"BEL","ROADACCID","DEATH","1000000HAB","A","2012",74.315395256359,
"BEL","ROADACCID","DEATH","1000000HAB","A","2013",68.319100634482,
"BEL","ROADACCID","DEATH","1000000HAB","A","2014",66.464110228006,
"BGR","ROADACCID","DEATH","1000000HAB","A","2001",126.23074981065,
"BGR","ROADACCID","DEATH","1000000HAB","A","2002",122.36573932831,
"BGR","ROADACCID","DEATH","1000000HAB","A","2003",123.46747603027,
"BGR","ROADACCID","DEATH","1000000HAB","A","2004",122.19996216078,
"BGR","ROADACCID","DEATH","1000000HAB","A","2005",124.95149479591,
"BGR","ROADACCID","DEATH","1000000HAB","A","2006",137.21838984284,
"BGR","ROADACCID","DEATH","1000000HAB","A","2007",133.32736055032,
"BGR","ROADACCID","DEATH","1000000HAB","A","2008",141.60712205079,
"BGR","ROADACCID","DEATH","1000000HAB","A","2009",121.02987422968,
"BGR","ROADACCID","DEATH","1000000HAB","A","2010",104.92726823074,
"BGR","ROADACCID","DEATH","1000000HAB","A","2011",89.408093922862,
"BGR","ROADACCID","DEATH","1000000HAB","A","2012",82.262416286699,
"BGR","ROADACCID","DEATH","1000000HAB","A","2013",82.724086267045,
"BGR","ROADACCID","DEATH","1000000HAB","A","2014",91.362910368278,
"DEU","ROADACCID","DEATH","1000000HAB","A","2001",84.723817295523,
"DEU","ROADACCID","DEATH","1000000HAB","A","2002",82.944900376713,
"DEU","ROADACCID","DEATH","1000000HAB","A","2003",80.124383867357,
"DEU","ROADACCID","DEATH","1000000HAB","A","2004",70.798167536919,
"DEU","ROADACCID","DEATH","1000000HAB","A","2005",65.00591213068,
"DEU","ROADACCID","DEATH","1000000HAB","A","2006",61.801642802019,
"DEU","ROADACCID","DEATH","1000000HAB","A","2007",60.158238168082,
"DEU","ROADACCID","DEATH","1000000HAB","A","2008",54.524354051122,
"DEU","ROADACCID","DEATH","1000000HAB","A","2009",50.694542706837,
"DEU","ROADACCID","DEATH","1000000HAB","A","2010",44.609158108528,
"DEU","ROADACCID","DEATH","1000000HAB","A","2011",49.94083897844,
"DEU","ROADACCID","DEATH","1000000HAB","A","2012",44.761742755184,
"DEU","ROADACCID","DEATH","1000000HAB","A","2013",41.403372198646,
"DEU","ROADACCID","DEATH","1000000HAB","A","2014",41.700367363319,
"NOR","ROADACCID","DEATH","1000000HAB","A","2001",60.924938039338,
"NOR","ROADACCID","DEATH","1000000HAB","A","2002",68.309638335722,
"NOR","ROADACCID","DEATH","1000000HAB","A","2003",61.338202418259,
"NOR","ROADACCID","DEATH","1000000HAB","A","2004",55.967995888421,
"NOR","ROADACCID","DEATH","1000000HAB","A","2005",48.450335486129,
"NOR","ROADACCID","DEATH","1000000HAB","A","2006",51.923787037806,
"NOR","ROADACCID","DEATH","1000000HAB","A","2007",49.478112093619,
"NOR","ROADACCID","DEATH","1000000HAB","A","2008",53.479165775347,
"NOR","ROADACCID","DEATH","1000000HAB","A","2009",43.903919998774,
"NOR","ROADACCID","DEATH","1000000HAB","A","2010",42.542294813194,
"NOR","ROADACCID","DEATH","1000000HAB","A","2011",33.918234442836,
"NOR","ROADACCID","DEATH","1000000HAB","A","2012",28.892675268448,
"NOR","ROADACCID","DEATH","1000000HAB","A","2013",36.813755666513,
"NOR","ROADACCID","DEATH","1000000HAB","A","2014",28.614631381257,
"HUN","ROADACCID","DEATH","1000000HAB","A","2001",121.61872461123,
"HUN","ROADACCID","DEATH","1000000HAB","A","2002",140.66887904327,
"HUN","ROADACCID","DEATH","1000000HAB","A","2003",130.90411106039,
"HUN","ROADACCID","DEATH","1000000HAB","A","2004",128.22610853746,
"HUN","ROADACCID","DEATH","1000000HAB","A","2005",126.69691332414,
"HUN","ROADACCID","DEATH","1000000HAB","A","2006",129.37663892797,
"HUN","ROADACCID","DEATH","1000000HAB","A","2007",122.51660239186,
"HUN","ROADACCID","DEATH","1000000HAB","A","2008",99.221094484383,
"HUN","ROADACCID","DEATH","1000000HAB","A","2009",82.014237751493,
"HUN","ROADACCID","DEATH","1000000HAB","A","2010",73.999829800391,
"HUN","ROADACCID","DEATH","1000000HAB","A","2011",63.980893179286,
"HUN","ROADACCID","DEATH","1000000HAB","A","2012",60.985677740389,
"HUN","ROADACCID","DEATH","1000000HAB","A","2013",59.738714386477,
"HUN","ROADACCID","DEATH","1000000HAB","A","2014",63.447223464364,
"EST","ROADACCID","DEATH","1000000HAB","A","2001",143.35988012521,
"EST","ROADACCID","DEATH","1000000HAB","A","2002",161.67035197738,
"EST","ROADACCID","DEATH","1000000HAB","A","2003",119.64514999416,
"EST","ROADACCID","DEATH","1000000HAB","A","2004",124.76606363069,
"EST","ROADACCID","DEATH","1000000HAB","A","2005",125.48209112214,
"EST","ROADACCID","DEATH","1000000HAB","A","2006",151.4690268115,
"EST","ROADACCID","DEATH","1000000HAB","A","2007",146.19446847868,
"EST","ROADACCID","DEATH","1000000HAB","A","2008",98.721851184288,
"EST","ROADACCID","DEATH","1000000HAB","A","2009",74.933590105769,
"EST","ROADACCID","DEATH","1000000HAB","A","2010",59.332694943578,
"EST","ROADACCID","DEATH","1000000HAB","A","2011",76.086358770535,
"EST","ROADACCID","DEATH","1000000HAB","A","2012",65.774750963184,
"EST","ROADACCID","DEATH","1000000HAB","A","2013",61.456892542244,
"EST","ROADACCID","DEATH","1000000HAB","A","2014",59.336120102393,
"BIH","ROADACCID","DEATH","1000000HAB","A","2003",121.71736856575,
"BIH","ROADACCID","DEATH","1000000HAB","A","2004",115.56911707575,
"BIH","ROADACCID","DEATH","1000000HAB","A","2005",101.54619955415,
